data,hora_utc,temperatura_c,pressao_mb,radiacao_kj_m2,umidade_relativa_pct,Hora UTC limpa,data_hora_utc
2024/06/15,2100 UTC,25.2,965.3,5.5,62.0,2100,2024-06-15 21:00:00
2024/06/16,0900 UTC,17.1,964.7,4.3,80.0,0900,2024-06-16 09:00:00
2024/06/16,1000 UTC,20.0,965.3,415.0,81.0,1000,2024-06-16 10:00:00
2024/06/16,1100 UTC,23.6,965.6,1197.1,72.0,1100,2024-06-16 11:00:00
2024/06/16,1200 UTC,26.1,965.5,1997.1,65.0,1200,2024-06-16 12:00:00
2024/06/16,1300 UTC,27.9,965.3,2744.1,59.0,1300,2024-06-16 13:00:00
2024/06/16,1400 UTC,29.5,964.5,3094.0,56.0,1400,2024-06-16 14:00:00
2024/06/16,1500 UTC,29.5,963.7,2561.9,53.0,1500,2024-06-16 15:00:00
2024/06/16,1600 UTC,30.3,962.9,2437.8,50.0,1600,2024-06-16 16:00:00
2024/06/16,1700 UTC,31.2,962.1,2760.4,45.0,1700,2024-06-16 17:00:00
2024/06/16,1800 UTC,31.7,961.9,2028.1,43.0,1800,2024-06-16 18:00:00
2024/06/16,1900 UTC,30.6,962.1,1288.7,40.0,1900,2024-06-16 19:00:00
2024/06/16,2000 UTC,29.3,962.6,228.6,40.0,2000,2024-06-16 20:00:00
2024/06/16,2100 UTC,27.6,963.1,22.4,44.0,2100,2024-06-16 21:00:00
2024/06/17,0900 UTC,18.3,963.9,5.5,77.0,0900,2024-06-17 09:00:00
2024/06/17,1000 UTC,20.5,964.3,305.4,78.0,1000,2024-06-17 10:00:00
2024/06/17,1100 UTC,22.6,964.8,597.7,75.0,1100,2024-06-17 11:00:00
2024/06/17,1200 UTC,25.7,964.8,2100.8,66.0,1200,2024-06-17 12:00:00
2024/06/17,1300 UTC,27.9,964.5,2594.6,58.0,1300,2024-06-17 13:00:00
2024/06/17,1400 UTC,29.6,963.6,2884.4,53.0,1400,2024-06-17 14:00:00
2024/06/17,1500 UTC,30.4,962.6,3024.9,49.0,1500,2024-06-17 15:00:00
2024/06/17,1600 UTC,31.9,961.7,3018.2,42.0,1600,2024-06-17 16:00:00
2024/06/17,1700 UTC,32.5,961.0,2677.9,39.0,1700,2024-06-17 17:00:00
2024/06/17,1800 UTC,32.4,960.6,2068.6,38.0,1800,2024-06-17 18:00:00
2024/06/17,1900 UTC,31.9,960.7,1266.4,39.0,1900,2024-06-17 19:00:00
2024/06/17,2000 UTC,29.9,961.4,236.3,41.0,2000,2024-06-17 20:00:00
2024/06/17,2100 UTC,27.9,962.0,22.1,45.0,2100,2024-06-17 21:00:00
2024/06/18,0900 UTC,20.2,963.5,4.3,78.0,0900,2024-06-18 09:00:00
2024/06/18,1000 UTC,21.7,964.1,266.2,78.0,1000,2024-06-18 10:00:00
2024/06/18,1100 UTC,24.3,964.7,758.7,75.0,1100,2024-06-18 11:00:00
2024/06/18,1200 UTC,25.6,964.7,1362.4,70.0,1200,2024-06-18 12:00:00
2024/06/18,1300 UTC,26.2,964.5,1307.3,67.0,1300,2024-06-18 13:00:00
2024/06/18,1400 UTC,27.4,964.0,999.3,62.0,1400,2024-06-18 14:00:00
2024/06/18,1500 UTC,28.6,963.2,1176.0,58.0,1500,2024-06-18 15:00:00
2024/06/18,1600 UTC,29.6,962.1,1514.2,54.0,1600,2024-06-18 16:00:00
2024/06/18,1700 UTC,30.4,961.3,1475.2,51.0,1700,2024-06-18 17:00:00
2024/06/18,1800 UTC,31.3,960.9,1538.3,50.0,1800,2024-06-18 18:00:00
2024/06/18,1900 UTC,30.0,961.1,859.4,48.0,1900,2024-06-18 19:00:00
2024/06/18,2000 UTC,29.6,961.3,261.2,47.0,2000,2024-06-18 20:00:00
2024/06/18,2100 UTC,27.7,961.9,32.1,53.0,2100,2024-06-18 21:00:00
2024/06/19,0900 UTC,17.7,964.4,3.7,76.0,0900,2024-06-19 09:00:00
2024/06/19,1000 UTC,19.9,965.2,397.2,76.0,1000,2024-06-19 10:00:00
2024/06/19,1100 UTC,23.6,965.8,1113.7,71.0,1100,2024-06-19 11:00:00
2024/06/19,1200 UTC,26.6,965.9,1913.0,63.0,1200,2024-06-19 12:00:00
2024/06/19,1300 UTC,28.8,965.5,2563.1,57.0,1300,2024-06-19 13:00:00
2024/06/19,1400 UTC,29.9,964.9,2288.3,54.0,1400,2024-06-19 14:00:00
2024/06/19,1500 UTC,31.0,964.0,2443.4,53.0,1500,2024-06-19 15:00:00
2024/06/19,1600 UTC,31.5,963.0,2079.1,53.0,1600,2024-06-19 16:00:00
2024/06/19,1700 UTC,31.3,962.1,1959.9,53.0,1700,2024-06-19 17:00:00
2024/06/19,1800 UTC,30.0,962.0,1225.0,53.0,1800,2024-06-19 18:00:00
2024/06/19,1900 UTC,30.3,962.1,924.9,52.0,1900,2024-06-19 19:00:00
2024/06/19,2000 UTC,28.7,962.7,182.1,52.0,2000,2024-06-19 20:00:00
2024/06/19,2100 UTC,27.1,963.1,16.2,56.0,2100,2024-06-19 21:00:00
2024/06/20,1000 UTC,22.7,964.6,106.7,76.0,1000,2024-06-20 10:00:00
2024/06/20,1100 UTC,23.9,965.1,479.8,74.0,1100,2024-06-20 11:00:00
2024/06/20,1200 UTC,25.3,965.4,780.2,72.0,1200,2024-06-20 12:00:00
2024/06/20,1300 UTC,26.3,965.0,1185.9,69.0,1300,2024-06-20 13:00:00
2024/06/20,1400 UTC,27.0,964.4,1501.3,67.0,1400,2024-06-20 14:00:00
2024/06/20,1500 UTC,28.7,963.7,2397.6,65.0,1500,2024-06-20 15:00:00
2024/06/20,1600 UTC,28.1,963.0,1546.4,64.0,1600,2024-06-20 16:00:00
2024/06/20,1700 UTC,27.5,962.4,1502.9,69.0,1700,2024-06-20 17:00:00
2024/06/20,1800 UTC,28.2,962.0,984.1,64.0,1800,2024-06-20 18:00:00
2024/06/20,1900 UTC,28.3,962.2,662.5,59.0,1900,2024-06-20 19:00:00
2024/06/20,2000 UTC,27.8,962.2,221.7,57.0,2000,2024-06-20 20:00:00
2024/06/20,2100 UTC,26.7,962.6,19.8,58.0,2100,2024-06-20 21:00:00
2024/06/21,0900 UTC,20.9,964.2,2.3,78.0,0900,2024-06-21 09:00:00
2024/06/21,1000 UTC,22.4,964.9,370.4,77.0,1000,2024-06-21 10:00:00
2024/06/21,1100 UTC,23.5,965.5,857.1,74.0,1100,2024-06-21 11:00:00
2024/06/21,1200 UTC,24.4,965.9,964.9,71.0,1200,2024-06-21 12:00:00
2024/06/21,1300 UTC,26.3,965.3,2415.9,65.0,1300,2024-06-21 13:00:00
2024/06/21,1400 UTC,28.4,964.8,2893.7,59.0,1400,2024-06-21 14:00:00
2024/06/21,1500 UTC,30.6,963.8,2577.8,55.0,1500,2024-06-21 15:00:00
2024/06/21,1600 UTC,29.7,962.9,1927.1,53.0,1600,2024-06-21 16:00:00
2024/06/21,1700 UTC,29.8,962.1,1301.7,53.0,1700,2024-06-21 17:00:00
2024/06/21,1800 UTC,28.8,961.6,778.3,55.0,1800,2024-06-21 18:00:00
2024/06/21,1900 UTC,28.1,961.7,894.2,56.0,1900,2024-06-21 19:00:00
2024/06/21,2000 UTC,27.5,962.2,310.7,58.0,2000,2024-06-21 20:00:00
2024/06/21,2100 UTC,26.2,962.6,14.7,61.0,2100,2024-06-21 21:00:00
2024/06/22,0900 UTC,21.1,964.6,4.2,83.0,0900,2024-06-22 09:00:00
2024/06/22,1000 UTC,21.8,965.4,201.3,84.0,1000,2024-06-22 10:00:00
2024/06/22,1100 UTC,22.5,966.1,424.2,83.0,1100,2024-06-22 11:00:00
2024/06/22,1200 UTC,24.8,966.2,1359.5,79.0,1200,2024-06-22 12:00:00
2024/06/22,1300 UTC,24.8,966.1,1264.3,77.0,1300,2024-06-22 13:00:00
2024/06/22,1400 UTC,25.6,965.7,1351.9,75.0,1400,2024-06-22 14:00:00
2024/06/22,1500 UTC,26.7,964.8,1670.4,72.0,1500,2024-06-22 15:00:00
2024/06/22,1600 UTC,27.2,963.8,1706.0,68.0,1600,2024-06-22 16:00:00
2024/06/22,1700 UTC,27.7,963.1,1460.3,67.0,1700,2024-06-22 17:00:00
2024/06/22,1800 UTC,28.1,962.6,1452.6,64.0,1800,2024-06-22 18:00:00
2024/06/22,1900 UTC,28.7,962.3,815.5,63.0,1900,2024-06-22 19:00:00
2024/06/22,2000 UTC,27.2,962.5,227.7,64.0,2000,2024-06-22 20:00:00
2024/06/22,2100 UTC,26.0,963.0,18.2,66.0,2100,2024-06-22 21:00:00
2024/06/23,0900 UTC,20.8,965.0,4.3,80.0,0900,2024-06-23 09:00:00
2024/06/23,1000 UTC,21.9,965.7,230.2,79.0,1000,2024-06-23 10:00:00
2024/06/23,1100 UTC,23.4,966.4,644.3,76.0,1100,2024-06-23 11:00:00
2024/06/23,1200 UTC,25.1,966.4,1265.6,71.0,1200,2024-06-23 12:00:00
2024/06/23,1300 UTC,26.7,966.0,1677.7,66.0,1300,2024-06-23 13:00:00
2024/06/23,1400 UTC,28.6,965.5,2146.8,61.0,1400,2024-06-23 14:00:00
2024/06/23,1500 UTC,29.8,964.5,1805.6,59.0,1500,2024-06-23 15:00:00
2024/06/23,1600 UTC,29.0,963.6,1124.3,57.0,1600,2024-06-23 16:00:00
2024/06/23,1700 UTC,29.1,962.7,971.2,55.0,1700,2024-06-23 17:00:00
2024/06/23,1800 UTC,29.4,962.1,747.2,53.0,1800,2024-06-23 18:00:00
2024/06/23,1900 UTC,28.9,962.1,320.9,54.0,1900,2024-06-23 19:00:00
2024/06/23,2000 UTC,28.2,962.4,181.7,53.0,2000,2024-06-23 20:00:00
2024/06/23,2100 UTC,27.1,962.8,20.3,55.0,2100,2024-06-23 21:00:00
2024/06/24,0900 UTC,22.2,964.5,1.6,75.0,0900,2024-06-24 09:00:00
2024/06/24,1000 UTC,22.7,965.2,131.6,75.0,1000,2024-06-24 10:00:00
2024/06/24,1100 UTC,24.3,966.0,680.1,73.0,1100,2024-06-24 11:00:00
2024/06/24,1200 UTC,26.1,966.3,1221.9,66.0,1200,2024-06-24 12:00:00
2024/06/24,1300 UTC,28.0,966.1,1993.4,60.0,1300,2024-06-24 13:00:00
2024/06/24,1400 UTC,28.5,965.6,1846.4,55.0,1400,2024-06-24 14:00:00
2024/06/24,1500 UTC,30.6,964.8,2102.9,52.0,1500,2024-06-24 15:00:00
2024/06/24,1600 UTC,30.1,963.8,1678.2,51.0,1600,2024-06-24 16:00:00
2024/06/24,1700 UTC,31.3,962.6,2344.8,49.0,1700,2024-06-24 17:00:00
2024/06/24,1800 UTC,31.8,962.1,1629.3,48.0,1800,2024-06-24 18:00:00
2024/06/24,1900 UTC,31.4,962.1,809.0,45.0,1900,2024-06-24 19:00:00
2024/06/24,2000 UTC,29.2,962.4,190.9,46.0,2000,2024-06-24 20:00:00
2024/06/24,2100 UTC,27.8,962.8,23.5,48.0,2100,2024-06-24 21:00:00
2024/06/25,0900 UTC,19.0,965.1,4.8,79.0,0900,2024-06-25 09:00:00
2024/06/25,1000 UTC,21.2,965.6,336.9,79.0,1000,2024-06-25 10:00:00
2024/06/25,1100 UTC,23.7,966.2,848.9,75.0,1100,2024-06-25 11:00:00
2024/06/25,1200 UTC,26.1,966.1,1791.1,70.0,1200,2024-06-25 12:00:00
2024/06/25,1300 UTC,28.3,965.7,2406.4,63.0,1300,2024-06-25 13:00:00
2024/06/25,1400 UTC,29.6,965.3,2722.7,58.0,1400,2024-06-25 14:00:00
2024/06/25,1500 UTC,29.6,964.7,2422.9,54.0,1500,2024-06-25 15:00:00
2024/06/25,1600 UTC,30.6,963.8,1601.1,50.0,1600,2024-06-25 16:00:00
2024/06/25,1700 UTC,31.1,963.0,1581.0,49.0,1700,2024-06-25 17:00:00
2024/06/25,1800 UTC,31.3,962.8,1386.4,47.0,1800,2024-06-25 18:00:00
2024/06/25,1900 UTC,30.9,962.7,1055.8,46.0,1900,2024-06-25 19:00:00
2024/06/25,2000 UTC,29.8,962.8,225.1,46.0,2000,2024-06-25 20:00:00
2024/06/25,2100 UTC,28.2,963.3,30.7,48.0,2100,2024-06-25 21:00:00
2024/06/26,0900 UTC,22.4,965.4,3.5,75.0,0900,2024-06-26 09:00:00
2024/06/26,1000 UTC,22.8,965.9,174.6,74.0,1000,2024-06-26 10:00:00
2024/06/26,1100 UTC,24.3,966.4,697.0,72.0,1100,2024-06-26 11:00:00
2024/06/26,1200 UTC,25.9,966.5,1324.5,67.0,1200,2024-06-26 12:00:00
2024/06/26,1300 UTC,28.8,966.0,2724.2,62.0,1300,2024-06-26 13:00:00
2024/06/26,1400 UTC,30.1,965.5,2949.8,58.0,1400,2024-06-26 14:00:00
2024/06/26,1500 UTC,29.5,964.8,2213.6,56.0,1500,2024-06-26 15:00:00
2024/06/26,1600 UTC,30.5,963.9,2726.9,53.0,1600,2024-06-26 16:00:00
2024/06/26,1700 UTC,28.9,963.3,855.0,54.0,1700,2024-06-26 17:00:00
2024/06/26,1800 UTC,29.6,963.0,930.8,54.0,1800,2024-06-26 18:00:00
2024/06/26,1900 UTC,29.8,962.7,1142.6,53.0,1900,2024-06-26 19:00:00
2024/06/26,2000 UTC,28.7,962.9,250.1,55.0,2000,2024-06-26 20:00:00
2024/06/26,2100 UTC,27.4,963.2,25.8,57.0,2100,2024-06-26 21:00:00
2024/06/27,0900 UTC,17.5,964.6,2.9,81.0,0900,2024-06-27 09:00:00
2024/06/27,1000 UTC,19.2,965.3,343.3,82.0,1000,2024-06-27 10:00:00
2024/06/27,1100 UTC,23.4,965.8,1093.3,78.0,1100,2024-06-27 11:00:00
2024/06/27,1200 UTC,25.9,965.9,1880.6,71.0,1200,2024-06-27 12:00:00
2024/06/27,1300 UTC,28.3,965.4,2501.6,63.0,1300,2024-06-27 13:00:00
2024/06/27,1400 UTC,30.3,964.7,2971.0,56.0,1400,2024-06-27 14:00:00
2024/06/27,1500 UTC,31.4,963.5,2566.9,52.0,1500,2024-06-27 15:00:00
2024/06/27,1600 UTC,32.3,962.6,2275.1,48.0,1600,2024-06-27 16:00:00
2024/06/27,1700 UTC,32.9,961.7,2255.9,47.0,1700,2024-06-27 17:00:00
2024/06/27,1800 UTC,32.6,961.3,2044.1,48.0,1800,2024-06-27 18:00:00
2024/06/27,1900 UTC,32.7,961.1,1536.0,44.0,1900,2024-06-27 19:00:00
2024/06/27,2000 UTC,31.0,961.3,299.6,43.0,2000,2024-06-27 20:00:00
2024/06/27,2100 UTC,29.0,961.6,24.6,44.0,2100,2024-06-27 21:00:00
2024/06/28,0900 UTC,18.1,963.1,1.8,74.0,0900,2024-06-28 09:00:00
2024/06/28,1000 UTC,20.2,963.7,356.3,74.0,1000,2024-06-28 10:00:00
2024/06/28,1100 UTC,24.4,964.3,1158.3,69.0,1100,2024-06-28 11:00:00
2024/06/28,1200 UTC,27.3,964.2,1934.1,63.0,1200,2024-06-28 12:00:00
2024/06/28,1300 UTC,29.1,963.7,2537.7,57.0,1300,2024-06-28 13:00:00
2024/06/28,1400 UTC,31.2,963.1,2964.6,50.0,1400,2024-06-28 14:00:00
2024/06/28,1500 UTC,33.1,962.1,3001.0,45.0,1500,2024-06-28 15:00:00
2024/06/28,1600 UTC,33.7,961.3,2655.9,42.0,1600,2024-06-28 16:00:00
2024/06/28,1700 UTC,33.8,960.7,2658.6,42.0,1700,2024-06-28 17:00:00
2024/06/28,1800 UTC,33.3,960.7,2172.6,40.0,1800,2024-06-28 18:00:00
2024/06/28,1900 UTC,32.2,961.0,1391.5,40.0,1900,2024-06-28 19:00:00
2024/06/28,2000 UTC,30.4,961.5,235.5,38.0,2000,2024-06-28 20:00:00
2024/06/28,2100 UTC,28.4,962.2,20.3,40.0,2100,2024-06-28 21:00:00
2024/06/29,0900 UTC,17.8,964.9,2.0,73.0,0900,2024-06-29 09:00:00
2024/06/29,1000 UTC,19.6,965.1,358.9,75.0,1000,2024-06-29 10:00:00
2024/06/29,1100 UTC,23.7,965.7,1159.2,69.0,1100,2024-06-29 11:00:00
2024/06/29,1200 UTC,25.9,965.7,1935.2,63.0,1200,2024-06-29 12:00:00
2024/06/29,1300 UTC,28.4,965.4,2553.5,55.0,1300,2024-06-29 13:00:00
2024/06/29,1400 UTC,30.5,964.7,2950.9,49.0,1400,2024-06-29 14:00:00
2024/06/29,1500 UTC,32.0,963.7,2998.4,44.0,1500,2024-06-29 15:00:00
2024/06/29,1600 UTC,33.0,962.6,2882.1,40.0,1600,2024-06-29 16:00:00
2024/06/29,1700 UTC,33.1,961.8,2702.9,40.0,1700,2024-06-29 17:00:00
2024/06/29,1800 UTC,32.5,961.5,1934.1,40.0,1800,2024-06-29 18:00:00
2024/06/29,1900 UTC,31.8,961.8,1304.9,40.0,1900,2024-06-29 19:00:00
2024/06/29,2000 UTC,30.1,962.2,255.4,41.0,2000,2024-06-29 20:00:00
2024/06/29,2100 UTC,28.3,962.7,27.7,43.0,2100,2024-06-29 21:00:00
2024/06/30,0900 UTC,14.7,964.6,2.5,73.0,0900,2024-06-30 09:00:00
2024/06/30,1000 UTC,17.9,965.0,372.1,73.0,1000,2024-06-30 10:00:00
2024/06/30,1100 UTC,22.7,965.3,1188.7,69.0,1100,2024-06-30 11:00:00
2024/06/30,1200 UTC,25.9,965.5,1973.5,62.0,1200,2024-06-30 12:00:00
2024/06/30,1300 UTC,28.4,964.9,2585.9,53.0,1300,2024-06-30 13:00:00
2024/06/30,1400 UTC,31.1,964.1,2978.8,45.0,1400,2024-06-30 14:00:00
2024/06/30,1500 UTC,32.1,963.1,3156.0,36.0,1500,2024-06-30 15:00:00
2024/06/30,1600 UTC,33.1,962.0,3086.4,31.0,1600,2024-06-30 16:00:00
2024/06/30,1700 UTC,33.9,961.0,2757.7,32.0,1700,2024-06-30 17:00:00
2024/06/30,1800 UTC,33.7,960.7,2198.6,29.0,1800,2024-06-30 18:00:00
2024/06/30,1900 UTC,33.1,961.0,1426.9,31.0,1900,2024-06-30 19:00:00
2024/06/30,2000 UTC,31.3,961.4,236.3,28.0,2000,2024-06-30 20:00:00
2024/06/30,2100 UTC,29.3,962.2,18.6,30.0,2100,2024-06-30 21:00:00
2024/07/01,0900 UTC,18.0,965.0,2.2,77.0,0900,2024-07-01 09:00:00
2024/07/01,1000 UTC,21.8,965.8,356.1,77.0,1000,2024-07-01 10:00:00
2024/07/01,1100 UTC,24.0,966.4,1177.1,73.0,1100,2024-07-01 11:00:00
2024/07/01,1200 UTC,25.9,966.7,1648.0,68.0,1200,2024-07-01 12:00:00
2024/07/01,1300 UTC,28.4,966.3,2398.8,61.0,1300,2024-07-01 13:00:00
2024/07/01,1400 UTC,30.0,965.6,2612.4,55.0,1400,2024-07-01 14:00:00
2024/07/01,1500 UTC,31.7,964.5,2574.3,48.0,1500,2024-07-01 15:00:00
2024/07/01,1600 UTC,32.1,963.5,2748.9,44.0,1600,2024-07-01 16:00:00
2024/07/01,1700 UTC,33.0,962.7,2707.8,43.0,1700,2024-07-01 17:00:00
2024/07/01,1800 UTC,32.4,962.6,1947.4,43.0,1800,2024-07-01 18:00:00
2024/07/01,1900 UTC,32.0,963.1,1331.8,42.0,1900,2024-07-01 19:00:00
2024/07/01,2000 UTC,30.0,963.7,325.3,42.0,2000,2024-07-01 20:00:00
2024/07/01,2100 UTC,28.2,964.2,22.4,44.0,2100,2024-07-01 21:00:00
2024/07/02,0900 UTC,18.6,966.5,1.7,74.0,0900,2024-07-02 09:00:00
2024/07/02,1000 UTC,21.0,967.2,376.5,74.0,1000,2024-07-02 10:00:00
2024/07/02,1100 UTC,23.4,967.7,1146.4,67.0,1100,2024-07-02 11:00:00
2024/07/02,1200 UTC,26.2,967.7,1933.6,60.0,1200,2024-07-02 12:00:00
2024/07/02,1300 UTC,28.4,967.3,2554.7,53.0,1300,2024-07-02 13:00:00
2024/07/02,1400 UTC,29.7,966.5,2835.4,50.0,1400,2024-07-02 14:00:00
2024/07/02,1500 UTC,30.6,965.5,2732.2,45.0,1500,2024-07-02 15:00:00
2024/07/02,1600 UTC,31.1,964.0,1942.0,43.0,1600,2024-07-02 16:00:00
2024/07/02,1700 UTC,32.1,963.0,2597.4,37.0,1700,2024-07-02 17:00:00
2024/07/02,1800 UTC,32.8,962.5,1935.1,36.0,1800,2024-07-02 18:00:00
2024/07/02,1900 UTC,31.5,962.4,1022.7,37.0,1900,2024-07-02 19:00:00
2024/07/02,2000 UTC,29.7,962.7,302.4,40.0,2000,2024-07-02 20:00:00
2024/07/02,2100 UTC,27.1,963.6,23.8,47.0,2100,2024-07-02 21:00:00
2024/07/03,0900 UTC,17.9,965.4,2.4,79.0,0900,2024-07-03 09:00:00
2024/07/03,1000 UTC,19.7,966.0,297.9,79.0,1000,2024-07-03 10:00:00
2024/07/03,1100 UTC,22.4,966.5,839.5,73.0,1100,2024-07-03 11:00:00
2024/07/03,1200 UTC,23.6,966.5,902.9,70.0,1200,2024-07-03 12:00:00
2024/07/03,1300 UTC,25.5,966.3,1341.2,67.0,1300,2024-07-03 13:00:00
2024/07/03,1400 UTC,26.9,965.7,1900.3,62.0,1400,2024-07-03 14:00:00
2024/07/03,1500 UTC,27.5,964.7,1527.4,60.0,1500,2024-07-03 15:00:00
2024/07/03,1600 UTC,27.3,963.6,1011.6,58.0,1600,2024-07-03 16:00:00
2024/07/03,1700 UTC,28.6,962.5,1409.9,56.0,1700,2024-07-03 17:00:00
2024/07/03,1800 UTC,28.5,962.2,981.7,54.0,1800,2024-07-03 18:00:00
2024/07/03,1900 UTC,28.3,962.1,606.6,54.0,1900,2024-07-03 19:00:00
2024/07/03,2000 UTC,28.0,962.4,304.4,53.0,2000,2024-07-03 20:00:00
2024/07/03,2100 UTC,27.2,962.8,22.4,54.0,2100,2024-07-03 21:00:00
2024/07/04,0900 UTC,19.7,963.6,1.1,76.0,0900,2024-07-04 09:00:00
2024/07/04,1000 UTC,20.7,964.3,183.8,77.0,1000,2024-07-04 10:00:00
2024/07/04,1100 UTC,23.3,965.0,835.3,73.0,1100,2024-07-04 11:00:00
2024/07/04,1200 UTC,25.8,965.1,1966.7,63.0,1200,2024-07-04 12:00:00
2024/07/04,1300 UTC,26.9,965.0,1956.0,57.0,1300,2024-07-04 13:00:00
2024/07/04,1400 UTC,27.2,964.6,1369.5,54.0,1400,2024-07-04 14:00:00
2024/07/04,1500 UTC,28.6,963.6,1770.1,50.0,1500,2024-07-04 15:00:00
2024/07/04,1600 UTC,30.4,962.4,2901.1,46.0,1600,2024-07-04 16:00:00
2024/07/04,1700 UTC,31.2,961.5,2472.0,44.0,1700,2024-07-04 17:00:00
2024/07/04,1800 UTC,30.9,961.1,2092.5,42.0,1800,2024-07-04 18:00:00
2024/07/04,1900 UTC,30.5,961.2,1390.5,41.0,1900,2024-07-04 19:00:00
2024/07/04,2000 UTC,29.1,961.8,318.7,40.0,2000,2024-07-04 20:00:00
2024/07/04,2100 UTC,27.3,962.2,36.0,43.0,2100,2024-07-04 21:00:00
2024/07/05,0900 UTC,17.5,965.5,0.8,76.0,0900,2024-07-05 09:00:00
2024/07/05,1000 UTC,19.3,966.0,305.1,77.0,1000,2024-07-05 10:00:00
2024/07/05,1100 UTC,22.5,966.6,811.3,73.0,1100,2024-07-05 11:00:00
2024/07/05,1200 UTC,25.3,966.6,1777.5,67.0,1200,2024-07-05 12:00:00
2024/07/05,1300 UTC,27.7,966.4,2217.5,61.0,1300,2024-07-05 13:00:00
2024/07/05,1400 UTC,29.6,965.8,2377.2,55.0,1400,2024-07-05 14:00:00
2024/07/05,1500 UTC,30.1,965.1,1901.2,53.0,1500,2024-07-05 15:00:00
2024/07/05,1600 UTC,31.0,964.4,2187.6,51.0,1600,2024-07-05 16:00:00
2024/07/05,1700 UTC,29.1,963.8,1018.3,52.0,1700,2024-07-05 17:00:00
2024/07/05,1800 UTC,29.7,963.5,1034.9,51.0,1800,2024-07-05 18:00:00
2024/07/05,1900 UTC,29.0,963.7,734.7,52.0,1900,2024-07-05 19:00:00
2024/07/05,2000 UTC,28.2,964.1,262.5,53.0,2000,2024-07-05 20:00:00
2024/07/05,2100 UTC,27.3,964.3,21.2,55.0,2100,2024-07-05 21:00:00
2024/07/06,0900 UTC,22.0,966.2,0.6,83.0,0900,2024-07-06 09:00:00
2024/07/06,1000 UTC,22.2,966.8,121.7,83.0,1000,2024-07-06 10:00:00
2024/07/06,1100 UTC,24.0,967.1,946.5,81.0,1100,2024-07-06 11:00:00
2024/07/06,1200 UTC,25.6,967.5,1269.8,77.0,1200,2024-07-06 12:00:00
2024/07/06,1300 UTC,27.8,967.4,2094.1,70.0,1300,2024-07-06 13:00:00
2024/07/06,1400 UTC,28.4,966.9,1895.9,66.0,1400,2024-07-06 14:00:00
2024/07/06,1500 UTC,29.2,966.3,2530.7,63.0,1500,2024-07-06 15:00:00
2024/07/06,1600 UTC,29.0,965.3,2050.8,63.0,1600,2024-07-06 16:00:00
2024/07/06,1700 UTC,27.7,964.4,1665.8,66.0,1700,2024-07-06 17:00:00
2024/07/06,1800 UTC,29.2,963.9,1716.6,62.0,1800,2024-07-06 18:00:00
2024/07/06,1900 UTC,28.1,963.9,614.3,63.0,1900,2024-07-06 19:00:00
2024/07/06,2000 UTC,27.9,964.1,305.2,63.0,2000,2024-07-06 20:00:00
2024/07/06,2100 UTC,27.0,964.3,36.5,64.0,2100,2024-07-06 21:00:00
2024/07/07,0700 UTC,22.0,965.0,0.2,83.0,0700,2024-07-07 07:00:00
2024/07/07,1000 UTC,22.0,966.0,66.6,85.0,1000,2024-07-07 10:00:00
2024/07/07,1100 UTC,22.7,966.4,611.6,83.0,1100,2024-07-07 11:00:00
2024/07/07,1200 UTC,22.8,966.9,664.8,82.0,1200,2024-07-07 12:00:00
2024/07/07,1300 UTC,23.6,966.6,815.0,82.0,1300,2024-07-07 13:00:00
2024/07/07,1400 UTC,25.0,966.3,1038.3,78.0,1400,2024-07-07 14:00:00
2024/07/07,1500 UTC,25.7,965.8,1646.3,76.0,1500,2024-07-07 15:00:00
2024/07/07,1600 UTC,25.8,964.8,1800.7,76.0,1600,2024-07-07 16:00:00
2024/07/07,1700 UTC,26.3,964.3,1540.7,74.0,1700,2024-07-07 17:00:00
2024/07/07,1800 UTC,25.1,964.1,931.5,78.0,1800,2024-07-07 18:00:00
2024/07/07,1900 UTC,26.5,963.6,967.6,71.0,1900,2024-07-07 19:00:00
2024/07/07,2000 UTC,25.9,963.9,271.9,69.0,2000,2024-07-07 20:00:00
2024/07/07,2100 UTC,25.1,964.2,28.0,69.0,2100,2024-07-07 21:00:00
2024/07/08,0900 UTC,19.3,964.9,1.8,81.0,0900,2024-07-08 09:00:00
2024/07/08,1000 UTC,20.7,965.4,281.4,82.0,1000,2024-07-08 10:00:00
2024/07/08,1100 UTC,23.4,966.0,1159.3,77.0,1100,2024-07-08 11:00:00
2024/07/08,1200 UTC,23.8,966.2,833.8,75.0,1200,2024-07-08 12:00:00
2024/07/08,1300 UTC,25.5,966.0,1688.0,72.0,1300,2024-07-08 13:00:00
2024/07/08,1400 UTC,26.2,965.7,1458.7,71.0,1400,2024-07-08 14:00:00
2024/07/08,1500 UTC,26.5,965.1,1416.2,67.0,1500,2024-07-08 15:00:00
2024/07/08,1600 UTC,27.9,963.9,1636.5,64.0,1600,2024-07-08 16:00:00
2024/07/08,1700 UTC,28.7,962.7,1832.0,62.0,1700,2024-07-08 17:00:00
2024/07/08,1800 UTC,30.2,962.0,1969.3,57.0,1800,2024-07-08 18:00:00
2024/07/08,1900 UTC,30.4,962.0,1406.6,55.0,1900,2024-07-08 19:00:00
2024/07/08,2000 UTC,28.6,962.2,333.0,55.0,2000,2024-07-08 20:00:00
2024/07/08,2100 UTC,27.3,962.5,24.1,57.0,2100,2024-07-08 21:00:00
